# chữ Hán → âm Hán-Việt ('|' ngăn cách nếu đa âm, âm đầu = mặc định).
# Nguồn: github.com/ph0ngp/hanviet-pinyin-words (MIT) + Unihan kTraditionalVariant
# (giản thể hợp nhất cả âm của dạng phồn thể). Sinh bởi build_hv3.py 2026-07.
⻏	ấp
顬	nhu
顯	hiển
顰	tần
顱	lâu
顳	nhiếp
顴	quyền
页	hiệt
顶	đỉnh
顷	khuynh|khoảnh
顸	han
项	hạng
顺	thuận
须	tu
顼	húc
顽	ngoan
顾	cố
顿	đốn
颀	kỳ
颁	ban
颂	tụng
颃	hàng
预	dự
颅	lâu
领	lãnh
颇	pha
颈	cảnh
颉	hiệt|kiết
颊	giáp
颋	thỉnh
颌	hàm
颍	dĩnh
颎	quýnh
颏	cai
颐	di
频	tần
颓	đồi
颔	hàm
颕	dĩnh
颖	dĩnh
颗	khoa
题	đề
颙	ngung
颚	ngạc
颛	chuyên
颜	nhan
额	ngạch
颞	nhiếp
颟	man
颠	điên
颡	tảng
颢	hạo
颣	lỗi
颤	chiến
颥	nhu
颦	tần
颧	quyền
風	phong
颭	triển
颮	tiêu
颯	táp
颱	đài
颳	quát
颶	cụ
颸	ty
颺	dương
颻	diêu
颼	sưu
颽	khải
颿	phàm
飀	lưu
飂	liêu
飃	phiêu
飄	phiêu
飆	tiêu
飈	biểu
飌	phong
风	phong
飏	dương
飐	triển
飑	tiêu
飒	táp
飓	cụ
飔	ty
飕	sưu
飖	diêu
飗	lưu
飘	phiêu
飙	tiêu
飚	biểu
飛	phi
飜	phiên
飞	phi
食	thực|tự
飠	thực
飡	xan
飢	cơ
飣	đính
飤	tự
飥	thác
飧	tôn
飨	hưởng
飩	đồn
飪	nhẫm
飫	ứ
飭	sức
飮	ẩm
飯	phạn
飰	phạn
飱	tôn
飲	ẩm|ấm
飴	di
飶	tất
飼	tự
飽	bão
飾	sức
飿	đốt
餀	hải
餁	nhẫm
餂	thiểm
餃	cảo
餄	hợp
餅	bánh
餈	tư
餉	hướng
養	dưỡng
餌	nhử
餍	yếm
餎	lạc
餐	xan
餑	bột
餒	nỗi
餓	ngạ
餔	bô|bộ
餕	tuấn
餖	đậu
餗	tốc
餘	dư
餚	hào
餛	hồn
餜	quả
餞	tiễn
餟	chuyết
餠	bính
餡	hãm
餤	đàm
餧	uỷ
館	quán
餩	ách
餪	noãn
餫	hồn
餬	hồ
餮	thiết
餯	hối
餱	hầu
餲	ế
餳	hình|đường
餵	uỷ
餶	cốt
餸	tống
餹	đường
餺	bác
餻	cao
餼	hý
餽	quỹ
餾	lưu|lựu
餿	sưu
饁	diệp
饃	mô
饅	man
饇	ứ
饈	tu
饉	cận
饊	tản
饋	quỹ
饌	soạn
饍	thiện
饎	xí
饐	ý
饑	cơ
饒	nhiêu
饔	ung
饕	thao
饗	hưởng
饘	chiên
饙	phân
饜	yếm
饝	ma
饞	sàm
饟	hướng
饢	nang|nãng
饣	thực
饤	đính
饥	cơ
饦	thác
饧	hình|đường
饨	đồn
饩	hý
饪	nhẫm
饫	ứ
饬	sức
饭	phạn
饮	ẩm|ấm
饯	tiễn
饰	sức
饱	bão
饲	tự
饳	đốt
饴	di
饵	nhử
饶	nhiêu
饷	hướng
饸	hợp
饹	lạc
饺	cảo
饼	bánh
饽	bột
饾	đậu
饿	ngạ
馀	dư
馁	nỗi
馂	tuấn
馃	quả
馄	hồn
馅	hãm
馆	quán
馈	quỹ
馉	cốt
馊	sưu
馋	sàm
馌	diệp
馍	mô
馎	bác
馏	lưu|lựu
馐	tu
馑	cận
馒	man
馓	tản
馔	soạn
馕	nang|nãng
首	thủ|thú
馗	quỳ
馘	quắc
香	hương
馝	tất
馡	phi
馣	am
馥	phức
馨	hinh
馬	mã
馭	ngự
馮	phùng|bằng
馯	hãn
馱	đạ|thồ|đà
馲	trách
馳	trì
馴	tuần
馵	chú
馹	nhật
駁	bác
駃	khoái
駈	khu
駉	quynh
駐	trú
駑	nô
駒	câu
駓	phi
駔	tảng
駕	giá
駗	trân
駘	đài
駙	phò
駛	sử
駜	bật
駝	đà
駞	đà
駟	tứ
駡	mạ
駢	biền
駪	sân
駬	nhĩ
駭	hãi
駮	bác
駰	nhân
駱	lạc
駴	hãi
駵	lưu
駸	xâm
駹	mang
駻	hãn
駾	thoái
駿	tuấn
騁	sính
騂	tuynh
騃	ngai
騄	lục
騅	chuy
騇	xá
騉	côn
騋	lai
騌	tông
騍	khoá
騎	kỵ
騏	kỳ
騐	nghiệm
騑	phi
験	nghiệm
騕	yểu
騖	vụ
騙	phiến
騠	đề
騢	hà
騣	tông
騤	quỳ
騧	qua
騫	khiên
騭	chất
騮	lưu
騰	đằng
騵	nguyên
騶	sô
騷	tao
騸	thiến
騺	chí
騾	la
驀	mạch
驁	ngạo
驂	tham
驃	phiếu|phiêu
驄	thông
驅	khu
驆	tất
驈	duật
驊	hoa
驌	túc
驍	kiêu
驎	lân
驏	sạn
驒	đàn
驔	đàm
驕	kiêu
驖	thiết
驗	nghiệm
驘	la
驚	kinh
驛	dịch
驟	sậu
驢	lư
驤	tương
驥	ký
驦	sương
驩	hoan
驪	ly
驫	bưu
马	mã
驭	ngự
驮	đạ|thồ|đà
驯	tuần
驰	trì
驱	khu
驲	nhật
驳	bác
驴	lư
驵	tảng
驶	sử
驷	tứ
驸	phò
驹	câu
驺	sô
驻	trú
驼	đà
驽	nô
驾	giá
驿	dịch
骀	đài
骁	kiêu
骂	mạ
骃	nhân
骄	kiêu
骅	hoa
骆	lạc
骇	hãi
骈	biền
骉	bưu
骊	ly
骋	sính
验	nghiệm
骍	tuynh
骎	xâm
骏	tuấn
骐	kỳ
骑	kỵ
骒	khoá
骓	chuy
骔	tông
骕	túc
骖	tham
骗	phiến
骘	chất
骙	quỳ
骚	tao
骛	vụ
骜	ngạo
骝	lưu
骞	khiên
骟	thiến
骠	phiếu|phiêu
骡	la
骢	thông
骣	sạn
骤	sậu
骥	ký
骦	sương
骧	tương
骨	cốt
骫	uỷ
骭	cán
骯	khảng
骰	đầu
骱	giới
骴	tỳ
骶	để
骷	khô
骸	hài
骹	khao
骺	hầu
骼	cách
骽	thối
骾	ngạnh
髀	bễ
髁	khoa
髂	khách
髅	lâu
髆	bác
髈	bảng
髋	khoan
髌	tẫn
髍	ma
髏	lâu
髐	hiêu
髑	độc
髒	tang
髓	tuỷ
體	thể
髕	tẫn
髖	khoan
高	cao
髙	cao
髟	tiêu
髠	khôn
髡	khôn
髢	thế
髣	phảng
髥	nhiêm
髦	mao
髧	đạm
髨	khôn
髩	tấn
髪	phát
髫	thiều
髭	tỳ
髮	phát
髯	nhiêm
髲	bị
髳	mâu
髴	phất
髹	hưu
髺	quát
髻	kết
髽	qua
髾	sao
鬁	lị
鬃	tông
鬄	thế
鬅	bằng
鬆	tông
鬈	quyền
鬉	tông
鬋	tiên
鬍	hồ
鬎	lạt
鬏	thu
鬐	kỳ
鬑	liêm
鬒	chẩn
鬓	tấn
鬖	tam
鬗	man
鬘	man
鬙	tăng
鬚	tu
鬟	hoàn
鬠	quái
鬢	tấn
鬣	liệp
鬥	đấu
鬦	đấu
鬧	náo
鬨	hống
鬩	huých
鬪	đấu
鬫	khám
鬬	đấu
鬭	đấu
鬮	cưu
鬯	sưởng
鬰	uất
鬱	uất
鬲	cách|lịch
鬴	phủ
鬵	tiềm
鬷	tông
鬻	dục
鬼	quỷ
魁	khôi
魂	hồn
魃	bạt
魄	phách
魅	mị
魆	huất
魇	yểm
魈	tiêu
魉	lượng
魊	vực
魋	đồi
魌	khi
魍	võng
魎	lượng
魏	nguỵ
魑	si
魔	ma
魘	yểm
魚	ngư
魛	đao
魟	hồng
魨	đồn
魭	nguyên
魯	lỗ
魴	phường
魷	vưu
魾	phi
鮀	đà
鮁	bát
鮃	bình
鮆	tễ
鮌	cổn
鮍	bì
鮎	niêm
鮐	thai
鮑	bào
鮒	phụ
鮓	trả
鮚	cát
鮞	nhi
鮟	án
鮠	nguy
鮣	ấn
鮦	đồng
鮨	quỳ
鮪	vị
鮫	giao
鮭	khuê
鮮	tiên
鮶	quân
鮸	miễn
鮿	triếp
鯀	cổn
鯁	ngạnh
鯆	phô
鯇	cán
鯈	du
鯉	lý
鯊	sa
鯖	thinh|chinh
鯗	tưởng
鯛	điêu
鯠	lai
鯡	phi
鯢	nghê
鯤	côn
鯧	xương
鯨	kình
鯪	lăng
鯫	tưu
鯰	niêm
鯸	hầu
鯽	tức
鯿	biên
鰂	tặc
鰆	xuân
鰈	điệp
鰉	hoàng
鰋	yển
鰍	thu
鰐	ngạc
鰒	phục
鰓	tai
鰕	hà
鰜	kiêm
鰟	bàng
鰣	thì
鰤	sư
鰥	quan
鰦	tư
鰨	tháp
鰩	diêu
鰭	kỳ
鰱	liên
鰲	ngao
鰳	lặc
鰷	điều
鰹	kiên
鰻	man
鰼	tập
鰾	phiêu
鱀	ký
鱄	chuyên
鱅	dung
鱈	tuyết
鱉	ba
鱎	kiểu
鱒	tôn
鱓	thiện
鱔	thiện
鱖	quyết
鱗	lân
鱘	tầm
鱝	phẫn
鱟	hấu
鱠	khoái
鱣	thiện|chiên
鱤	cảm
鱧	lễ
鱨	thường
鱭	tễ
鱮	tự
鱵	châm
鱷	ngạc
鱸	lư
鱺	ly
鱻	tiên
鱼	ngư
鱽	đao
鱿	vưu
鲀	đồn
鲁	lỗ
鲂	phường
鲅	bát
鲆	bình
鲇	niêm
鲈	lư
鲊	trả
鲋	phụ
鲍	bào
鲎	hấu
鲏	bì
鲐	thai
鲑	khuê
鲒	cát
鲔	vị
鲕	nhi
鲖	đồng
鲗	tặc
鲙	khoái
鲚	tễ
鲛	giao
鲜	tiên
鲞	tưởng
鲟	tầm
鲠	ngạnh
鲡	ly
鲢	liên
鲣	kiên
鲤	lý
鲥	thì
鲦	điều
鲧	cổn
鲨	sa
鲩	cán
鲪	quân
鲫	tức
鲭	thinh|chinh
鲮	lăng
鲰	tưu
鲱	phi
鲲	côn
鲳	xương
鲵	nghê
鲶	niêm
鲷	điêu
鲸	kình
鲼	phẫn
鲽	điệp
鲿	thường
鳃	tai
鳄	ngạc
鳅	thu
鳆	phục
鳇	hoàng
鳊	biên
鳌	ngao
鳍	kỳ
鳎	tháp
鳏	quan
鳐	diêu
鳑	bàng
鳒	kiêm
鳓	lặc
鳔	phiêu
鳕	tuyết
鳖	ba
鳗	man
鳙	dung
鳛	tập
鳜	quyết
鳝	thiện
鳞	lân
鳟	tôn
鳡	cảm
鳢	lễ
鳣	thiện|chiên
鳥	điểu
鳦	ất
鳧	phù
鳩	cưu
鳬	phù
鳲	thi
鳳	phượng
鳴	minh
鳶	diên
鳷	chi
鳽	khiên
鴂	quyết
鴃	quyết
鴄	thất
鴆	trậm
鴇	bảo
鴈	nhạn
鴉	nha
鴒	linh
鴕	đà
鴗	lập
鴛	uyên
鴝	cù
鴞	hiêu
鴟	si
鴢	ấu
鴣	cô
鴥	duật
鴦	ương
鴨	áp
鴯	nhi
鴰	quạ
鴳	yến
鴴	hằng
鴷	liệt
鴻	hồng
鴽	như
鴿	cáp
鵂	hưu
鵑	quyên
鵒	dục
鵓	bột
鵗	hy
鵙	quyết
鵜	đề
鵝	nga
鵞	nga
鵟	cuồng
鵠	cốc|hộc
鵡	vũ
鵩	phục
鵪	am
鵫	trạo
鵬	bằng
鵰	điêu
鵲	thước
鵶	nha
鵷	uyên
鵻	chuy
鵾	côn
鶂	nghịch
鶇	đông
鶉	thuần
鶊	canh
鶒	xích
鶓	miêu
鶖	thu
鶗	đề
鶘	hồ
鶚	ngạc
鶡	hạt
鶤	côn
鶩	vụ
鶬	thương
鶯	oanh
鶱	hiên
鶴	hạc
鶵	sồ
鶹	lưu
鶺	tích
鶻	hoạt
鶼	kiêm
鶿	tư
鷀	tư
鷁	nghịch
鷂	diêu
鷃	yến
鷄	kê
鷇	cấu
鷈	đề
鷉	đề
鷊	nghịch
鷓	giá
鷕	diểu
鷖	ê
鷗	âu
鷙	chí
鷞	sương
鷟	trạc
鷥	tư
鷦	tiêu
鷩	tế
鷫	túc
鷯	liêu
鷰	yến
鷲	thứu
鷳	nhàn
鷴	nhàn
鷸	duật
鷹	ưng
鷺	lộ
鷽	hạc
鷾	ý
鷿	tịch
鸂	khê
鸇	chiên
鸊	tịch
鸌	oách
鸎	oanh
鸐	địch
鸑	nhạc
鸒	dư
鸕	lô
鸘	sương
鸚	anh
鸛	quán
鸜	cù
鸝	ly
鸞	loan
鸟	điểu
鸠	cưu
鸡	kê
鸢	diên
鸣	minh
鸤	thi
鸥	âu
鸦	nha
鸧	thương
鸨	bảo
鸩	trậm
鸪	cô
鸫	đông
鸬	lô
鸭	áp
鸮	hiêu
鸯	ương
鸰	linh
鸱	si
鸲	cù
鸳	uyên
鸴	hạc
鸵	đà
鸶	tư
鸷	chí
鸸	nhi
鸹	quạ
鸺	hưu
鸻	hằng
鸽	cáp
鸾	loan
鸿	hồng
鹁	bột
鹂	ly
鹃	quyên
鹄	cốc|hộc
鹅	nga
鹆	dục
鹇	nhàn
鹈	đề
鹉	vũ
鹊	thước
鹋	miêu
鹌	am
鹍	côn
鹏	bằng
鹑	thuần
鹒	canh
鹓	uyên
鹔	túc
鹕	hồ
鹖	hạt
鹗	ngạc
鹘	hoạt
鹙	thu
鹚	tư
鹜	vụ
鹝	nghịch
鹞	diêu
鹠	lưu
鹡	tích
鹢	nghịch
鹣	kiêm
鹤	hạc
鹥	ê
鹦	anh
鹧	giá
鹩	liêu
鹪	tiêu
鹫	thứu
鹬	duật
鹭	lộ
鹯	chiên
鹰	ưng
鹱	oách
鹳	quán
鹴	sương
鹵	lỗ
鹸	kiềm
鹹	hàm
鹺	ta
鹻	kiềm
鹼	kiềm
鹽	diêm
鹾	ta
鹿	lộc
麀	ưu
麁	thô
麂	kỷ
麃	tiêu|bào
麄	thô
麅	bào
麇	quân|quần
麈	chủ
麋	my
麌	ngu
麐	lân
麑	nghê
麒	kỳ
麓	lộc
麕	quân
麗	ly|lệ
麚	gia
麛	mê
麝	xạ
麞	chương
麟	lân
麠	canh
麤	thô
麥	mạch
麦	mạch
麩	phu
麪	miến
麫	miến
麮	khứ
麯	khúc
麰	mâu
麴	khúc
麵	miến
麸	phu
麹	khúc
麺	miến
麻	ma
麼	ma
麽	ma
麾	huy
黀	tưu
黁	nuyên
黃	hoàng
黄	hoàng
黇	chiêm
黈	thẩu
黉	huỳnh
黌	huỳnh
黍	thử
黎	lê
黏	niêm
黑	hắc
黒	hắc
黓	dặc
黔	kiềm
黕	đảm
默	mặc
黛	đại
黜	truất
黝	ửu
點	điểm
黟	y
黠	hiệt
黡	yểm
黥	kình
黦	uất
黧	lê
黨	đảng
黩	độc
黪	thảm
黮	đạm
黯	ảm
黰	chẩn
黱	đại
黲	thảm
黴	mốc
黶	yểm
黷	độc
黹	chỉ
黻	phất
黼	phủ
黽	mãnh|mẫn
黾	mãnh|mẫn
黿	ngoan
鼂	trào
鼃	oa
鼄	chu
鼅	tri
鼇	ngao
鼈	ba
鼉	đà
鼋	ngoan
鼌	trào
鼍	đà
鼎	đỉnh
鼏	mịch
鼐	nãi
鼒	tư
鼓	cổ
鼕	đông
鼖	phần
鼗	đào
鼙	bề
鼚	xương
鼛	cao
鼟	thăng
鼠	thử
鼢	phẫn
鼩	cù
鼪	sinh
鼫	thạch
鼬	dứu
鼯	ngô
鼱	tinh
鼴	yển
鼷	hề
鼹	yển
鼻	tỵ
鼽	cừu
鼾	han
齁	hâu
齆	úng
齇	tra
齈	nông
齉	nang
齊	tề
齋	trai
齌	tễ
齎	tê
齏	tê
齐	tề
齑	tê
齒	xỉ
齔	sấn
齕	hột
齗	ngân
齙	bao
齚	trách
齜	thử
齞	nghiễn
齟	trở
齠	điều
齡	linh
齣	xuất
齦	khẩn|ngân
齧	nhai
齩	giảo
齪	xúc
齬	ngữ
齮	nghĩ
齯	nghê
齰	trách
齱	châu
齲	sâu
齵	ngu
齶	ngạc
齷	ác
齿	xỉ
龀	sấn
龁	hột
龂	ngân
龃	trở
龄	linh
龅	bao
龆	điều
龇	thử
龈	khẩn|ngân
龉	ngữ
龊	xúc
龋	sâu
龌	ác
龍	long
龎	bàng
龐	bàng
龑	yểm
龒	long
龔	cung
龕	kham
龘	đạp
龙	long
龚	cung
龛	kham
龜	quy|quân|khưu
龝	thu
龟	quy|quân|khưu
龠	dược
龡	xuý
龢	hoà
龤	hài
龥	dụ
𠃓	dương
𠇹	kính
𠡠	sắc
𠬤	dịch
𠯠	huy
𡒄	lẫm
𡥧	nai
𢀖	kinh
𢙐	não
𢧐	chiến
𢪓	cử
𢬍	áp
𢭏	đảo
𣃁	trọc
𣗊	man
𣨼	thế
𣲗	vy
𣲘	vũ
𣸣	phần
𤞤	hiểm
𤩽	hoàn
𤶊	uy
𥆧	nhuần|thuần
𥕤	khái
𥬠	trừu
𦈌	sơ
𦈏	mân
𦈕	đầu
𦈡	nhu
𧏖	tân
𧥅	huề
𧮪	chiêm
𧹒	mãi
𧹔	trướng
𧿛	tung
𨀁	lung
𨅬	lạn
𨱇	cầu
𨱍	lang
𨱏	táp
𨱑	hoành
𨱔	tỗn
𩠌	tống
𩭹	tam
𩽾	án
𩾃	miễn
𪟝	tích
𪠽	đang
𪡋	nghiệm
𪡏	liên
𪢮	loan
𪣻	lũ
𪧘	cũ
𪨗	cược
𪨧	lôn
𪩘	nghiễn
𪩸	phần
𪪞	tường
𪫺	tiêm
𪭾	giản
𪮖	tuyệt
𪲔	lệ
𪴙	toàn
𪵱	lệ
𪷽	tán
𪸩	huy
𪹳	chúc
𪻐	xung
𪾢	hiện
𪾸	tần
𪿫	pháo
𫁡	lập
𫄙	củ
𫄛	câm
𫄟	thi
𫄤	đáp
𫄥	ly|sỉ
𫄧	diên
𫄨	hy
𫄬	tiết
𫄳	sỉ
𫄶	cưỡng
𫄸	huân
𫅗	phần
𫇴	sô
𫈉	gian
𫈟	trần
𫈵	tuyệt
𫉁	ái
𫉄	thự
𫊱	kiển
𫊸	kiểu
𫍙	di
𫍡	tha
𫍢	nao
𫍥	điểu
𫍪	kỵ
𫍯	hàm
𫍲	tẩu|tiểu
𫍸	phiến
𫍻	hi
𫍿	tiễn
𫎆	tông
𫎩	sâm
𫎫	đảm
𫎬	cám
𫏋	khiêu
𫏐	tạm
𫐄	ngột
𫐇	nạp
𫐈	bạt
𫐉	linh
𫐌	bình
𫐐	nghê
𫐓	nhụ
𫐖	giao
𫐘	khảm
𫓧	phu
𫓩	thung
𫓪	diên|duyên
𫓭	ương
𫓹	cơ
𫔀	luyện
𫔂	đề
𫔅	tác
𫔇	bề
𫔌	tản
𫔍	phiên
𫔔	huề
𫔭	khai
𫔯	đấu
𫔶	niết
𫕥	vẫn
𫖇	ngoa
𫖔	bại
𫖕	câu
𫖮	ỷ
𫖯	phủ
𫖸	nguyện
𫗣	tất
𫗥	hồn
𫗦	bô|bộ
𫗧	tốc
𫗪	uỷ
𫗫	hồ
𫗬	noãn
𫗭	uỷ
𫗯	hầu
𫗴	chiên
𫗵	hướng
𫘛	hãn
𫘝	khoái
𫘞	đà
𫘣	hãn
𫘤	ngai
𫘥	côn
𫘧	lục
𫘨	đề
𫘪	nguyên
𫘽	quái
𫚈	tự
𫚉	hồng
𫚋	chuyên
𫚕	sư
𫚖	tễ
𫚙	phô
𫚚	triếp
𫚢	yển
𫚤	tư
𫚥	hà
𫛚	khiên
𫛛	chi
𫛞	quyết
𫛣	duật
𫛩	yến
𫛪	như
𫛭	cuồng
𫛱	trạo
𫛲	điêu
𫛳	phục
𫛶	xích
𫛸	đề
𫜁	tế
𫜩	nhai
𫜪	giảo
𫜬	trách
𫞩	môn
𫟃	nhâm
𫠆	khuể
𫠜	nghê
𫢒	lũng
𫢙	động
𫢸	đản
𫣊	ái
𫥎	sàm
𫧯	tiết
𫧿	độc
𫫇	ác
𫫾	tần
𫭞	chuyên
𫭪	khao|nghiêu
𫮃	thiện
𫶕	vanh
𫷉	hiển
𫷮	ấm
𫷷	hân
𫸩	khu
𫺊	tê
𫺷	nản
𫼝	sưu
𫽁	liễn
𫽮	đảng
𬀩	vĩ
𬀪	hiện
𬂉	thặng
𬃀	quy
𬃘	nhị
𬄩	ẩn
𬅫	phun
𬆮	cấu
𬇕	vạn
𬇘	đoàn
𬈧	sáp
𬉼	âu
𬊈	tầm
𬊤	xiển
𬍙	trản
𬍛	lịch
𬏦	phế
𬑗	gián
𬓫	thu
𬓼	đồi
𬕄	si
𬘓	xuyên
𬘘	đãn
𬘝	chẩn
𬘡	nhân
𬘢	khoáng
𬘩	đinh
𬘬	thiến
𬘭	sâm
𬘵	căng
𬘺	thao
𬙂	diễn
𬙆	phiên
𬙊	mặc
𬙋	tương
𬙎	lư
𬛼	dư
𬜨	uế
𬞕	lan
𬞟	bình|tần
𬟪	khích
𬟽	đông
𬠅	đương
𬡇	niểu
𬡒	giáp
𬢊	tư
𬢋	thiếu
𬢎	đổ
𬢪	trù
𬣀	nguỵ
𬣙	hu
𬣣	chú
𬣱	thù
𬤀	hào
𬤊	thị
𬤎	huyên
𬤐	ca
𬤙	hô
𬤛	siểm
𬤣	đỗi
𬤥	soạn
𬤨	táo
𬤫	gào|hào
𬤮	tán
𬤰	hoan
𬧀	thương
𬨈	vãn
𬨍	cát
𬨎	du
𬩽	tầm
𬩾	lai
𬪍	mậu
𬪨	trản
𬪩	nùng
𬬧	hạn
𬬪	khấu
𬬰	thương
𬬸	thuật
𬬺	sừ
𬬻	lò
𬬿	chiêu
𬭁	mẫu
𬭍	hàn
𬭎	hoành
𬭚	thuần
𬭤	hầu
𬭦	nậu
𬭨	chuỳ
𬭪	hạt
𬭲	toả
𬭸	lân
𬮢	hống
𬮤	hợp|hạp|cáp
𬮥	súc
𬮭	khuy
𬮱	nhân
𬮳	bản
𬮴	ám
𬮻	ổ
𬯀	tê
𬯅	hiệp
𬯎	đồi
𬱓	cừu
𬱙	phán
𬱟	ngỗi
𬱳	dụ
𬱼	khải
𬲦	tự
𬳁	hào
𬳂	chuyết
𬳍	đường
𬳳	phàm
𬳵	phi
𬳶	quynh
𬳽	sân
𬴂	phi
𬴊	lân
𬴋	thiết
𬴐	hoan
𬶍	đà
𬶏	nguy
𬶛	thiện
𬶨	ký
𬷼	nghịch
𬸅	sồ
𬸕	oanh
𬸚	nhạc
𬸣	hiên
𬸦	trạc
𬸧	yến
𬸯	tịch
𬸱	cù
𬹣	chu
𬺈	nghĩ
𭎜	đảo
𭏦	ái
𭏸	duy
𭘓	hu
𭣇	điên
𭣧	dịch
𭤎	lai
𭤰	dư
𭩚	nghĩ
𭩰	phạt
𭫀	quỹ
𭱊	hống
𮆏	lan
𮉡	lô
𮉢	trật
𮉤	quái|quai
𮉪	tưu
𮉫	nhuy
𮉬	tuý
𮉯	sái
𮔊	lưỡng
𮖁	lưỡng
𮖱	hiệt
𮙋	độc
𮝴	cô
𮝵	nhi
𮝷	phần
𮝸	xuân
𮝹	hoàn
𮝺	cát
𮣲	cang
𮣶	lự
𮤲	bí
𮧴	sướng
𮧵	vĩ
𮨵	liêu
𮩜	hải
𮩝	ế
𮩞	ý
𮪡	mang
𮪢	hãi
𮪣	tông
𮬜	quỳ
𮬤	châm
𮭨	yến
𮭪	sương
𮮇	mâu
𮰉	bằng
𮰾	lãn
𮱒	điệu
𮳴	diệp
𮶂	phùng
𮹝	đạp
𰁸	đang
𰁾	phụ
𰂋	giản
𰂎	giản
𰂭	tứ
𰃆	toản
𰃷	sương
𰃿	độc
𰅥	độc
𰇕	giáp
𰇣	hi
𰇲	thám
𰈇	thường
𰌀	oanh
𰌙	lãn
𰌷	vĩ
𰎎	lung
𰎑	nghiệp
𰎖	trắc
𰎠	nham
𰎫	nhạc
𰏶	quái
𰑁	đoàn
𰑙	lưu
𰑥	hàn
𰑧	tàm
𰑬	chí
𰓆	ô
𰓧	tôn
𰓷	nhuyên
𰓼	sảm
𰕅	khu
𰕈	kiểu
𰕭	quái
𰗢	hồn
𰗹	túc
𰙎	liễm
𰙑	khiếu
𰛏	tùng
𰛒	đông
𰛦	uế
𰛮	lỗ
𰛲	liễm
𰜐	lãm|lạm
𰜝	dạng
𰜨	tiến
𰞇	dịch
𰟘	diễm
𰠛	tiên
𰠲	khanh
𰡊	kiêu
𰡩	kỳ
𰡻	não
𰢢	vũ
𰢤	anh
𰣬	tễ
𰣯	giản
𰤕	lịch
𰧃	giản
𰨦	tế
𰩲	lư
𰩸	kiểu
𰩹	đãng
𰩻	qua
𰪣	doanh
𰪭	trương
𰪶	đoàn
𰫽	phù
𰬈	huyền
𰬉	đà
𰬌	căng
𰬔	băng
𰬗	cầu
𰬘	phất
𰬜	miện|vấn
𰬞	xâm
𰬟	vực
𰬠	hoạch
𰬡	tiệp
𰬣	tích
𰬥	tổng
𰬩	tú
𰬪	sam
𰬫	trí
𰬮	khiên
𰬰	tổng
𰬴	tể
𰬷	tản
𰬸	tuệ
𰬻	quất
𰭔	quyến
𰭣	đạo
𰮅	hương
𰮇	hô
𰰋	sang
𰰠	tự
𰰡	mông
𰰺	thiết
𰰾	khoa
𰱇	gian
𰱈	vinh
𰱐	tục
𰱟	phần
𰱮	lư
𰱾	lại
𰲹	nghĩ
𰳵	nghệ
𰳺	nùng
𰴜	thứ
𰴣	hạc
𰴯	doanh
𰵎	vưu
𰵏	sao
𰵑	ngoa
𰵓	tuất
𰵚	linh
𰵞	vịnh
𰵡	khanh
𰵤	ách
𰵥	xỉ
𰵦	giáo
𰵧	chí
𰵲	khi
𰵹	triếp
𰵼	hoạch
𰵾	hệ
𰶊	y
𰶎	sáp
𰷠	di
𰷤	tuý
𰷥	tung
𰷧	tẫn
𰷭	tang
𰷶	kiều
𰸐	sỉ
𰸞	đồi
𰹀	đả
𰹵	nghĩ
𰹶	khuông
𰹸	đồn
𰺁	cù
𰺅	cúc
𰺉	thiến
𰺋	triếp
𰺍	quả
𰺎	bài
𰺏	bành
𰺓	phúc
𰺗	hạm
𰺙	sắc
𰺛	lảo
𰺞	sạn
𰺲	đãng
𰺷	nhiễu
𰻆	đệ
𰻡	hứa
𰻦	vy
𰼅	dịch
𰽘	đệ
𰽚	khoáng|quặng
𰽡	nhật
𰽭	câu
𰽵	quang
𰽼	bính
𰾁	cống|hống
𰾄	môi
𰾅	hàm
𰾆	dụ
𰾍	biểu
𰾎	phê
𰾓	thạp
𰾕	diệp
𰾗	châm
𰾜	đoan
𰾞	tông
𰾫	giám
𰾮	liêm
𰾶	huệ
𰾹	tuyên
𰾽	chúc
𰿂	tu
𰿆	khoan|toàn|toản
𰿬	phanh
𰿻	hấp
𰿾	tịch
𱁶	thiên
𱂊	nhiếp
𱂋	độc
𱂐	vận
𱂥	ngạch
𱂨	át
𱂬	quỳ
𱂯	tuỵ
𱂱	kham
𱂲	tai
𱂴	giảng
𱂻	tiều
𱃗	đài
𱃲	ứ
𱃴	phạn
𱃺	thiểm
𱃽	ách
𱃿	đàm
𱄀	phân
𱄄	hối
𱄆	xí
𱄼	chú
𱄽	trách
𱅇	trân
𱅈	bật
𱅊	chí
𱅋	nhĩ
𱅐	bác
𱅕	lai
𱅙	thoái
𱅚	xá
𱅛	đàn
𱅜	yểu
𱅞	hà
𱅪	đàm
𱅫	duật
𱅮	hiêu
𱆆	man
𱇐	nguyên
𱇝	phi
𱇢	cổn
𱇩	kiểu
𱇭	lai
𱇱	du
𱈄	hầu
𱈐	chuyên
𱈘	thường
𱈚	ngạc
𱈜	tiên
𱉇	ất
𱉐	quyết
𱉔	quyết
𱉢	ấu
𱉨	nha
𱉱	côn
𱉹	hy
𱊅	chuy
𱊈	nghịch
𱊡	diểu
𱊭	dư
𱊰	ý
𱊱	địch
𱋋	khứ
𱋐	khúc
𱌄	tri
𱌇	ba
